,RaceId,DriverId,ConstructorId,QualifyingPosition
1525,160,30,6,2
1532,160,35,16,9
1536,160,37,21,13
1537,160,41,16,14
1544,160,48,18,21
1529,160,49,17,6
1539,160,50,21,16
1538,160,55,20,15
1530,160,56,19,7
1524,160,57,1,1
1543,160,60,18,20
1535,160,63,15,12
1533,160,64,15,10
1540,160,65,19,17
1562,161,2,20,17
1549,161,14,1,4
1556,161,15,17,11
1551,161,18,3,6
1557,161,21,22,12
1546,161,22,6,1
1552,161,23,3,7
1565,161,25,22,20
1550,161,30,6,5
1555,161,35,16,10
1564,161,37,21,19
1561,161,41,16,16
1566,161,48,18,21
1547,161,49,17,2
1553,161,50,21,8
1560,161,55,20,15
1554,161,56,19,9
1548,161,57,1,3
1567,161,60,18,22
1563,161,63,15,18
1558,161,64,15,13
1559,161,65,19,14
1583,173,2,20,16
1570,173,14,1,3
1582,173,15,17,15
1572,173,18,3,5
1579,173,21,22,12
1571,173,22,6,4
1573,173,23,3,6
1578,173,25,22,11
1568,173,30,6,1
1576,173,35,16,9
1580,173,37,21,13
1585,173,41,16,18
1588,173,48,18,21
1575,173,49,17,8
1581,173,50,21,14
1584,173,55,20,17
1574,173,56,19,7
1569,173,57,1,2
1589,173,60,18,22
1586,173,63,15,19
1587,173,64,15,20
1577,173,65,19,10
1591,175,14,1,2
1601,175,15,20,12
1596,175,21,22,7
1593,175,22,24,4
1597,175,23,3,8
1599,175,25,22,10
1592,175,30,6,3
1600,175,35,16,11
1607,175,37,21,18
1608,175,41,16,19
1609,175,44,20,20
1611,175,48,18,22
1594,175,49,17,5
1605,175,55,15,16
1595,175,56,6,6
1590,175,57,1,1
1603,175,64,15,14
1602,175,65,24,13
1606,175,68,21,17
1610,175,69,18,21
1604,175,70,3,15
1598,175,71,17,9
1613,176,14,1,2
1624,176,15,20,13
1616,176,21,22,5
1614,176,22,24,3
1622,176,23,3,11
1620,176,25,22,9
1615,176,30,6,4
1632,176,35,16,21
1629,176,37,21,18
1623,176,44,20,12
1631,176,48,18,20
1619,176,49,17,8
1625,176,55,15,14
1617,176,56,6,6
1612,176,57,1,1
1626,176,64,15,15
1621,176,65,24,10
1630,176,68,21,19
1627,176,70,3,16
1618,176,71,17,7
1628,176,72,18,17
1634,177,14,1,2
1646,177,15,20,14
1648,177,21,22,16
1638,177,22,24,6
1641,177,23,3,9
1649,177,25,22,17
1635,177,30,6,3
1637,177,35,16,5
1650,177,37,21,18
1643,177,44,20,11
1653,177,48,18,21
1639,177,49,17,7
1645,177,55,15,13
1636,177,56,6,4
1633,177,57,1,1
1651,177,63,16,19
1647,177,64,15,15
1644,177,65,24,12
1652,177,68,21,20
1654,177,69,18,22
1642,177,70,3,10
1640,177,71,17,8
1656,191,14,1,2
1669,191,15,20,15
1661,191,21,22,7
1668,191,22,24,14
1663,191,23,17,9
1665,191,25,22,11
1657,191,30,6,3
1658,191,35,3,4
1675,191,44,20,21
1660,191,49,3,6
1666,191,55,15,12
1662,191,56,6,8
1655,191,57,1,1
1670,191,63,21,16
1674,191,64,21,20
1659,191,65,15,5
1667,191,68,25,13
1664,191,71,17,10
1673,191,73,25,19
1671,191,74,18,17
1676,191,75,18,22
1672,191,76,24,18
1678,192,14,1,2
1688,192,15,20,12
1683,192,21,22,7
1689,192,22,24,13
1684,192,23,17,8
1681,192,25,22,5
1680,192,30,6,4
1686,192,35,3,10
1685,192,44,20,9
1679,192,49,3,3
1691,192,55,15,15
1682,192,56,6,6
1677,192,57,1,1
1696,192,63,21,20
1698,192,64,21,22
1690,192,65,15,14
1693,192,68,25,17
1687,192,71,17,11
1697,192,73,25,21
1695,192,74,18,19
1694,192,75,18,18
1692,192,76,24,16
1699,193,14,1,1
1714,193,15,20,16
1708,193,21,22,10
1712,193,22,24,14
1703,193,23,17,5
1706,193,25,22,8
1700,193,30,6,2
1705,193,35,3,7
1713,193,44,20,15
1704,193,49,3,6
1709,193,55,15,11
1702,193,56,6,4
1701,193,57,1,3
1715,193,63,21,17
1716,193,64,21,18
1710,193,65,15,12
1711,193,68,25,13
1707,193,71,17,9
1719,193,73,25,21
1718,193,74,18,20
1717,193,75,18,19
1720,193,76,24,22
1724,199,14,1,4
1734,199,15,20,14
1730,199,21,22,10
1736,199,22,24,16
1741,199,23,17,21
1731,199,25,22,11
1722,199,30,6,2
1723,199,35,3,3
1742,199,44,20,22
1726,199,49,3,6
1735,199,50,24,15
1728,199,55,15,8
1725,199,56,6,5
1721,199,57,1,1
1733,199,63,21,13
1732,199,64,21,12
1729,199,65,15,9
1737,199,68,25,17
1727,199,71,17,7
1740,199,73,25,20
1738,199,74,18,18
1739,199,75,18,19
1756,200,14,1,14
1758,200,15,20,16
1743,200,21,22,1
1747,200,22,24,5
1751,200,23,17,9
1759,200,25,22,17
1746,200,30,6,4
1753,200,35,3,11
1752,200,44,20,10
1749,200,49,3,7
1754,200,50,24,12
1744,200,55,15,2
1750,200,56,6,8
1745,200,57,1,3
1748,200,63,21,6
1755,200,64,21,13
1760,200,65,15,18
1762,200,68,25,20
1757,200,71,17,15
1764,200,73,25,22
1761,200,74,18,19
1763,200,75,18,21
1766,201,14,1,2
1778,201,15,20,14
1772,201,21,22,8
1777,201,22,24,13
1768,201,23,17,4
1771,201,25,22,7
1773,201,30,6,9
1767,201,35,3,3
1780,201,44,20,16
1774,201,49,3,10
1783,201,50,24,19
1775,201,55,15,11
1770,201,56,6,6
1765,201,57,1,1
1781,201,63,21,17
1782,201,64,21,18
1776,201,65,15,12
1779,201,68,25,15
1769,201,71,17,5
1785,201,74,18,21
1784,201,75,18,20
1787,203,14,1,2
1798,203,15,20,13
1792,203,21,22,7
1799,203,22,24,14
1793,203,23,17,8
1796,203,25,22,11
1789,203,30,6,4
1791,203,35,3,6
1800,203,44,20,15
1794,203,49,3,9
1802,203,50,24,17
1795,203,55,15,10
1790,203,56,6,5
1786,203,57,1,1
1803,203,63,21,18
1801,203,64,21,16
1797,203,65,15,12
1804,203,68,25,19
1788,203,71,17,3
1805,203,73,25,20
1807,203,74,18,22
1806,203,75,18,21
1811,207,14,1,4
1824,207,15,18,17
1821,207,21,17,14
1818,207,22,24,11
1819,207,23,17,12
1810,207,30,6,3
1808,207,35,3,1
1816,207,44,20,9
1809,207,49,3,2
1828,207,50,25,21
1815,207,55,22,8
1812,207,56,6,5
1813,207,57,1,6
1825,207,63,25,18
1829,207,64,21,22
1814,207,65,15,7
1827,207,71,21,20
1823,207,75,20,16
1826,207,76,24,19
1817,207,77,22,10
1820,207,78,15,13
1822,207,79,18,15
1841,208,14,1,12
1846,208,15,18,17
1836,208,21,17,7
1840,208,22,24,11
1839,208,23,17,10
1831,208,30,6,2
1830,208,35,3,1
1834,208,44,20,5
1837,208,49,3,8
1850,208,50,25,21
1835,208,55,22,6
1843,208,56,6,14
1833,208,57,1,4
1851,208,63,25,22
1845,208,64,21,16
1842,208,65,15,13
1838,208,71,21,9
1844,208,75,20,15
1849,208,76,24,20
1832,208,77,22,3
1848,208,78,15,19
1847,208,79,18,18
1861,209,14,1,10
1869,209,15,18,18
1860,209,21,17,9
1856,209,22,24,5
1857,209,23,17,6
1855,209,30,6,4
1852,209,35,3,1
1854,209,44,20,3
1853,209,49,3,2
1867,209,50,25,16
1862,209,55,22,11
1858,209,56,6,7
1868,209,57,1,17
1870,209,63,25,19
1873,209,64,21,22
1859,209,65,15,8
1864,209,71,21,13
1871,209,75,20,20
1866,209,76,24,15
1863,209,77,22,12
1865,209,78,15,14
1872,209,79,18,21
1883,210,14,1,10
1893,210,15,18,20
1879,210,21,17,6
1886,210,22,24,13
1878,210,23,17,5
1876,210,30,6,3
1874,210,35,3,1
1877,210,44,20,4
1875,210,49,3,2
1894,210,50,25,21
1887,210,55,22,14
1882,210,56,6,9
1881,210,57,1,8
1892,210,63,25,19
1890,210,64,21,17
1880,210,65,15,7
1888,210,71,21,15
1891,210,75,20,18
1889,210,76,24,16
1884,210,77,22,11
1885,210,78,15,12
1895,210,79,18,22
1900,211,14,1,5
1913,211,15,18,18
1899,211,21,17,4
1905,211,22,24,10
1901,211,23,17,6
1897,211,30,6,2
1898,211,35,3,3
1907,211,44,20,12
1896,211,49,3,1
1917,211,50,25,22
1904,211,55,22,9
1910,211,56,6,15
1903,211,57,1,8
1909,211,63,25,14
1911,211,64,21,16
1902,211,65,15,7
1908,211,71,21,13
1916,211,75,20,21
1914,211,76,24,19
1912,211,77,22,17
1906,211,78,15,11
1915,211,79,18,20
1920,212,14,1,3
1935,212,15,18,18
1925,212,21,17,8
1934,212,22,24,17
1926,212,23,17,9
1924,212,30,6,7
1918,212,35,3,1
1929,212,44,20,12
1919,212,49,3,2
1936,212,50,25,19
1921,212,55,22,4
1928,212,56,6,11
1922,212,57,1,5
1931,212,63,25,14
1938,212,64,21,21
1927,212,65,15,10
1932,212,71,21,15
1933,212,75,20,16
1939,212,76,24,22
1923,212,77,22,6
1937,212,79,18,20
1930,212,81,15,13
1944,213,14,1,5
1959,213,15,18,20
1945,213,21,17,6
1942,213,22,24,3
1946,213,23,17,7
1950,213,25,22,11
1940,213,30,6,1
1941,213,35,3,2
1949,213,44,20,10
1943,213,49,3,4
1953,213,50,25,14
1947,213,55,22,8
1951,213,56,6,12
1948,213,57,1,9
1956,213,63,25,17
1955,213,64,21,16
1952,213,65,15,13
1954,213,71,21,15
1958,213,75,20,19
1960,213,76,24,21
1961,213,79,18,22
1957,213,81,15,18
1970,214,14,1,9
1967,214,15,20,6
1972,214,21,17,11
1973,214,22,24,12
1964,214,23,17,3
1968,214,25,22,7
1962,214,30,6,1
1965,214,35,3,4
1963,214,49,3,2
1979,214,50,25,18
1969,214,55,22,8
1966,214,56,6,5
1971,214,57,1,10
1983,214,58,18,22
1980,214,63,25,19
1977,214,64,21,16
1975,214,65,15,14
1978,214,71,21,17
1974,214,75,20,13
1976,214,76,24,15
1982,214,79,18,21
1981,214,82,15,20
1989,215,14,1,6
1996,215,15,20,13
1993,215,21,17,10
2004,215,22,24,21
1988,215,23,17,5
1991,215,25,22,8
1987,215,30,6,4
1984,215,35,3,1
1985,215,49,3,2
2002,215,50,25,19
1994,215,55,22,11
1990,215,56,6,7
1986,215,57,1,3
2003,215,58,18,20
2000,215,63,25,17
1999,215,64,21,16
1992,215,65,15,9
1995,215,71,21,12
1997,215,75,20,14
1998,215,76,24,15
2001,215,79,18,18
2005,215,82,15,22
2013,216,14,1,8
2016,216,15,20,11
2007,216,21,17,2
2017,216,22,24,12
2012,216,23,17,7
2009,216,30,6,4
2014,216,35,3,9
2010,216,49,3,5
2025,216,50,25,20
2011,216,55,22,6
2015,216,56,6,10
2008,216,57,1,3
2026,216,58,18,21
2024,216,63,25,19
2021,216,64,21,16
2019,216,65,15,14
2018,216,71,21,13
2022,216,75,20,17
2020,216,76,24,15
2006,216,77,22,1
2027,216,79,18,22
2023,216,82,15,18
2040,224,14,1,13
2043,224,21,18,16
2035,224,22,17,8
2031,224,30,6,4
2028,224,35,3,1
2038,224,44,27,11
2036,224,49,15,9
2039,224,50,29,12
2033,224,55,22,6
2030,224,56,6,3
2032,224,57,1,5
2037,224,63,25,10
2047,224,64,27,20
2041,224,65,15,14
2029,224,71,3,2
2045,224,73,29,18
2034,224,77,22,7
2042,224,79,25,15
2044,224,83,18,17
2046,224,84,17,19
2061,225,14,1,14
2049,225,22,17,2
2051,225,30,6,4
2050,225,35,3,3
2062,225,44,27,15
2056,225,49,15,9
2060,225,50,29,13
2052,225,55,22,5
2057,225,56,6,10
2054,225,57,1,7
2068,225,58,18,21
2058,225,63,25,11
2069,225,64,27,22
2059,225,65,15,12
2066,225,69,28,19
2048,225,71,3,1
2064,225,73,29,17
2055,225,77,22,8
2063,225,79,25,16
2065,225,83,18,18
2053,225,84,17,6
2067,225,85,28,20
2078,226,14,1,9
2075,226,22,17,6
2071,226,30,6,2
2072,226,35,3,3
2081,226,44,27,12
2080,226,49,15,11
2076,226,50,29,7
2073,226,55,22,4
2079,226,56,6,10
2077,226,57,1,8
2083,226,58,18,14
2085,226,63,25,16
2087,226,64,27,18
2086,226,65,15,17
2090,226,69,28,21
2070,226,71,3,1
2089,226,73,29,20
2074,226,77,22,5
2082,226,79,25,13
2088,226,83,18,19
2084,226,84,17,15
2091,226,85,28,22
2097,227,14,1,6
2109,227,21,18,18
2096,227,22,17,5
2094,227,30,6,3
2093,227,35,3,2
2106,227,44,27,15
2101,227,49,15,10
2104,227,50,29,13
2095,227,55,22,4
2098,227,56,6,7
2100,227,57,1,9
2105,227,63,25,14
2108,227,64,27,17
2103,227,65,15,12
2092,227,71,3,1
2111,227,73,29,20
2099,227,77,22,8
2107,227,79,25,16
2110,227,83,18,19
2102,227,84,17,11
2115,228,14,1,4
2129,228,21,18,18
2120,228,22,17,9
2112,228,30,6,1
2114,228,35,3,3
2123,228,44,27,12
2121,228,49,15,10
2124,228,50,29,13
2116,228,55,22,5
2117,228,56,6,6
2122,228,57,1,11
2119,228,63,25,8
2127,228,64,27,16
2125,228,65,15,14
2131,228,69,28,20
2113,228,71,3,2
2130,228,73,29,19
2118,228,77,22,7
2126,228,79,25,15
2128,228,83,18,17
2136,229,14,1,5
2149,229,21,18,18
2137,229,22,17,6
2132,229,30,6,1
2141,229,35,3,10
2145,229,44,27,14
2140,229,49,15,9
2143,229,50,29,12
2134,229,55,22,3
2138,229,56,6,7
2139,229,57,1,8
2142,229,63,25,11
2148,229,64,27,17
2144,229,65,15,13
2152,229,69,28,21
2133,229,71,3,2
2151,229,73,29,20
2135,229,77,22,4
2146,229,79,25,15
2150,229,83,18,19
2147,229,84,17,16
2153,229,85,28,22
2167,230,14,1,14
2172,230,21,18,19
2160,230,22,17,7
2156,230,30,6,3
2155,230,35,3,2
2161,230,44,27,8
2164,230,49,15,11
2166,230,50,29,13
2157,230,55,22,4
2159,230,56,6,6
2163,230,57,1,10
2165,230,63,25,12
2170,230,64,27,17
2162,230,65,15,9
2154,230,71,3,1
2173,230,73,29,20
2158,230,77,22,5
2169,230,79,25,16
2171,230,83,18,18
2168,230,84,17,15
2176,240,14,3,3
2189,240,22,17,16
2175,240,30,22,2
2183,240,44,27,10
2187,240,49,15,14
2197,240,50,31,24
2179,240,55,6,6
2181,240,56,17,8
2180,240,57,1,7
2185,240,63,25,12
2198,240,64,28,25
2177,240,65,22,4
2191,240,69,18,18
2174,240,71,3,1
2178,240,77,6,5
2184,240,79,25,11
2186,240,81,29,13
2195,240,85,30,22
2182,240,87,1,9
2188,240,88,27,15
2194,240,89,29,21
2196,240,90,28,23
2192,240,91,15,19
2193,240,92,30,20
2199,240,93,31,26
2190,240,94,18,17
2200,241,14,3,1
2209,241,22,17,10
2202,241,30,22,3
2217,241,44,27,18
2208,241,49,15,9
2213,241,50,31,14
2205,241,55,6,6
2203,241,56,17,4
2204,241,57,1,5
2206,241,63,25,7
2224,241,64,28,25
2210,241,65,22,11
2212,241,69,18,13
2201,241,71,3,2
2207,241,77,6,8
2214,241,79,25,15
2211,241,81,29,12
2221,241,85,30,22
2216,241,87,1,17
2218,241,88,27,19
2225,241,89,29,26
2223,241,90,28,24
2220,241,91,15,21
2222,241,92,30,23
2219,241,93,31,20
2215,241,94,18,16
2228,242,14,3,3
2235,242,22,17,10
2226,242,30,22,1
2237,242,44,27,12
2239,242,49,15,14
2242,242,50,31,17
2230,242,55,6,5
2232,242,56,17,7
2231,242,57,1,6
2238,242,63,25,13
2251,242,64,28,26
2233,242,65,22,8
2245,242,69,18,20
2229,242,71,3,4
2227,242,77,6,2
2240,242,79,25,15
2236,242,81,29,11
2249,242,85,30,24
2241,242,88,27,16
2244,242,89,29,19
2250,242,90,28,25
2246,242,91,15,21
2247,242,92,30,22
2248,242,93,31,23
2243,242,94,18,18
2234,242,95,1,9
2255,243,14,3,4
2259,243,22,17,8
2252,243,30,22,1
2266,243,44,27,15
2263,243,49,15,12
2267,243,50,31,16
2253,243,55,6,2
2257,243,56,17,6
2260,243,57,1,9
2264,243,63,25,13
2277,243,64,28,26
2258,243,65,22,7
2272,243,69,18,21
2256,243,71,3,5
2254,243,77,6,3
2268,243,79,25,17
2265,243,81,29,14
2262,243,84,27,11
2274,243,85,30,23
2269,243,89,29,18
2276,243,90,28,25
2271,243,91,15,20
2275,243,92,30,24
2273,243,93,31,22
2270,243,94,18,19
2261,243,95,1,10
2280,244,14,3,3
2288,244,22,17,11
2279,244,30,22,2
2289,244,44,27,12
2291,244,49,15,14
2300,244,50,31,23
2282,244,55,6,5
2286,244,56,17,9
2283,244,57,1,6
2294,244,63,25,17
2299,244,64,28,22
2284,244,65,22,7
2293,244,69,18,16
2278,244,71,3,1
2281,244,77,6,4
2292,244,79,25,15
2290,244,81,29,13
2285,244,84,27,8
2302,244,85,30,25
2287,244,87,1,10
2303,244,89,29,26
2301,244,90,28,24
2298,244,92,30,21
2297,244,93,31,20
2295,244,94,18,18
2296,244,96,15,19
2306,245,14,3,3
2312,245,22,17,9
2304,245,30,22,1
2314,245,44,27,11
2315,245,49,15,12
2308,245,55,6,5
2311,245,56,17,8
2310,245,57,1,7
2318,245,63,25,15
2327,245,64,28,24
2309,245,65,22,6
2322,245,69,18,19
2305,245,71,3,2
2307,245,77,6,4
2319,245,79,25,16
2316,245,81,29,13
2317,245,84,27,14
2324,245,85,30,21
2313,245,87,1,10
2325,245,89,29,22
2326,245,90,28,23
2323,245,92,30,20
2320,245,94,18,17
2321,245,96,15,18
2330,246,14,3,3
2332,246,22,17,5
2329,246,30,22,2
2333,246,44,27,6
2339,246,49,15,12
2331,246,55,6,4
2338,246,56,17,11
2335,246,57,1,8
2341,246,63,25,14
2350,246,64,28,23
2337,246,65,22,10
2344,246,69,18,17
2328,246,71,3,1
2334,246,77,6,7
2346,246,79,25,19
2343,246,81,29,16
2336,246,84,27,9
2348,246,85,30,21
2340,246,87,1,13
2345,246,89,29,18
2351,246,90,28,24
2349,246,92,30,22
2347,246,94,18,20
2342,246,96,15,15
2354,247,14,3,3
2360,247,22,17,9
2353,247,30,22,2
2364,247,44,27,13
2363,247,49,15,12
2357,247,55,6,6
2358,247,56,17,7
2359,247,57,1,8
2374,247,63,25,23
2371,247,64,28,20
2356,247,65,22,5
2369,247,69,18,18
2352,247,71,3,1
2355,247,77,6,4
2365,247,79,25,14
2362,247,84,27,11
2375,247,85,30,24
2361,247,87,1,10
2370,247,89,29,19
2373,247,90,28,22
2372,247,92,30,21
2366,247,94,18,15
2367,247,96,15,16
2368,247,97,29,17
2378,248,14,3,3
2380,248,22,17,5
2377,248,30,22,2
2387,248,44,27,12
2386,248,49,15,11
2385,248,55,6,10
2381,248,56,17,6
2382,248,57,1,7
2388,248,63,25,13
2396,248,64,28,21
2384,248,65,22,9
2391,248,69,18,16
2376,248,71,3,1
2379,248,77,6,4
2392,248,79,25,17
2398,248,85,30,23
2399,248,86,30,24
2383,248,87,1,8
2393,248,88,27,18
2394,248,89,29,19
2397,248,90,28,22
2395,248,94,18,20
2389,248,96,15,14
2390,248,97,29,15
2401,249,14,3,2
2413,249,22,17,14
2402,249,30,22,3
2409,249,44,27,10
2410,249,49,15,11
2405,249,55,6,6
2406,249,56,17,7
2404,249,57,1,5
2415,249,63,25,16
2422,249,64,28,23
2408,249,65,22,9
2411,249,69,18,12
2400,249,71,3,1
2403,249,77,6,4
2416,249,79,25,17
2414,249,83,18,15
2407,249,84,27,8
2421,249,85,30,22
2423,249,86,30,24
2412,249,87,1,13
2417,249,89,29,18
2420,249,90,28,21
2418,249,96,15,19
2419,249,97,29,20
2428,250,14,3,5
2435,250,22,17,12
2439,250,30,22,16
2432,250,44,27,9
2433,250,49,15,10
2425,250,55,6,2
2430,250,56,17,7
2426,250,57,1,3
2434,250,63,25,11
2447,250,64,28,24
2427,250,65,22,4
2442,250,69,18,19
2431,250,71,3,8
2424,250,77,6,1
2438,250,79,25,15
2440,250,83,18,17
2436,250,84,27,13
2444,250,85,30,21
2446,250,86,30,23
2429,250,87,1,6
2441,250,89,29,18
2445,250,90,28,22
2437,250,96,15,14
2443,250,97,29,20
2448,251,14,3,1
2453,251,22,17,6
2449,251,30,22,2
2460,251,44,27,13
2457,251,49,15,10
2452,251,55,6,5
2459,251,56,17,12
2454,251,57,1,7
2463,251,63,25,16
2470,251,64,28,23
2455,251,65,22,8
2465,251,69,18,18
2451,251,71,3,4
2450,251,77,6,3
2464,251,79,25,17
2466,251,83,18,19
2458,251,84,27,11
2468,251,85,30,21
2471,251,86,30,24
2456,251,87,1,9
2467,251,89,29,20
2469,251,90,28,22
2461,251,96,15,14
2462,251,97,29,15
2472,252,14,3,1
2479,252,22,17,8
2474,252,30,22,3
2482,252,44,27,11
2476,252,49,15,5
2478,252,55,6,7
2481,252,56,17,10
2484,252,57,1,13
2486,252,63,25,15
2493,252,64,28,22
2477,252,65,22,6
2489,252,69,18,18
2473,252,71,3,2
2475,252,77,6,4
2487,252,79,25,16
2488,252,83,18,17
2480,252,84,27,9
2492,252,85,30,21
2483,252,87,1,12
2490,252,89,29,19
2494,252,90,28,23
2485,252,96,15,14
2491,252,97,29,20
2495,252,98,30,24
2496,253,14,3,1
2506,253,22,17,11
2498,253,30,22,3
2509,253,44,27,14
2503,253,49,15,8
2501,253,55,6,6
2500,253,56,17,5
2504,253,57,1,9
2510,253,63,25,15
2517,253,64,28,22
2502,253,65,22,7
2513,253,69,18,18
2497,253,71,3,2
2499,253,77,6,4
2511,253,83,18,16
2507,253,84,27,12
2515,253,85,30,20
2505,253,87,1,10
2516,253,89,29,21
2518,253,90,28,23
2508,253,96,15,13
2512,253,97,29,17
2519,253,98,30,24
2514,253,99,25,19
2520,254,14,3,1
2530,254,22,17,11
2522,254,30,22,3
2528,254,44,27,9
2527,254,49,15,8
2523,254,55,6,4
2525,254,56,17,6
2537,254,63,25,18
2540,254,64,28,21
2526,254,65,22,7
2535,254,69,18,16
2521,254,71,3,2
2531,254,76,1,12
2524,254,77,6,5
2536,254,79,25,17
2538,254,81,29,19
2533,254,83,18,14
2542,254,85,30,23
2529,254,87,1,10
2532,254,88,27,13
2539,254,89,29,20
2541,254,90,28,22
2543,254,92,30,24
2534,254,96,15,15
2549,255,14,3,6
2553,255,22,17,10
2544,255,30,22,1
2554,255,44,27,11
2551,255,49,15,8
2545,255,55,6,2
2550,255,56,17,7
2546,255,57,1,3
2555,255,63,25,12
2564,255,64,28,21
2552,255,65,22,9
2561,255,69,18,18
2547,255,71,3,4
2548,255,77,6,5
2557,255,79,25,14
2558,255,81,29,15
2560,255,83,18,17
2563,255,85,30,20
2567,255,87,1,24
2556,255,88,27,13
2562,255,89,29,19
2565,255,90,28,22
2559,255,91,15,16
2566,255,92,30,23
2569,256,14,3,2
2574,256,22,17,7
2570,256,30,22,3
2579,256,44,27,12
2573,256,49,15,6
2572,256,55,6,5
2576,256,56,17,9
2591,256,57,1,24
2581,256,63,25,14
2588,256,64,28,21
2575,256,65,22,8
2582,256,69,18,15
2568,256,71,3,1
2571,256,77,6,4
2583,256,79,25,16
2580,256,81,29,13
2584,256,83,18,17
2578,256,84,27,11
2589,256,85,30,22
2577,256,87,1,10
2586,256,89,29,19
2587,256,90,28,20
2585,256,91,15,18
2590,256,92,30,23
2605,257,22,17,14
2593,257,30,22,2
2610,257,44,27,19
2596,257,49,15,5
2600,257,50,22,9
2594,257,55,6,3
2607,257,56,17,16
2599,257,57,1,8
2612,257,65,32,21
2595,257,71,3,4
2608,257,77,6,17
2601,257,79,25,10
2597,257,81,29,6
2615,257,83,32,24
2609,257,84,1,18
2603,257,87,25,12
2598,257,91,15,7
2616,257,92,30,25
2606,257,94,18,15
2604,257,100,33,13
2617,257,101,31,26
2592,257,102,3,1
2611,257,103,27,20
2602,257,104,29,11
2613,257,105,18,22
2614,257,106,33,23
2625,258,22,17,8
2619,258,30,22,2
2639,258,44,27,22
2628,258,49,15,11
2627,258,50,22,10
2621,258,57,1,4
2640,258,65,32,23
2620,258,71,3,3
2622,258,77,6,5
2624,258,78,6,7
2631,258,79,25,14
2630,258,81,29,13
2641,258,83,32,24
2623,258,84,1,6
2629,258,87,25,12
2637,258,88,17,20
2636,258,91,15,19
2634,258,94,18,17
2633,258,100,33,16
2642,258,101,31,25
2618,258,102,3,1
2635,258,103,27,18
2626,258,104,29,9
2632,258,105,18,15
2638,258,106,33,21
2643,258,107,31,26
2671,259,22,17,28
2645,259,30,22,2
2662,259,44,27,19
2650,259,49,15,7
2651,259,57,1,8
2663,259,65,32,20
2647,259,71,3,4
2646,259,77,6,3
2649,259,78,6,6
2652,259,79,25,9
2654,259,81,29,11
2665,259,83,32,22
2656,259,84,1,13
2655,259,87,25,12
2653,259,91,15,10
2668,259,92,30,25
2657,259,94,18,14
2661,259,100,33,18
2667,259,101,31,24
2644,259,102,3,1
2660,259,103,27,17
2659,259,104,29,16
2658,259,105,18,15
2666,259,106,33,23
2669,259,107,31,26
2670,259,108,30,27
2648,259,109,22,5
2664,259,110,17,21
2680,261,14,3,9
2676,261,22,17,5
2672,261,30,22,1
2690,261,44,27,19
2683,261,49,15,12
2677,261,55,6,6
2684,261,56,17,13
2674,261,57,1,3
2693,261,65,32,22
2694,261,70,32,23
2673,261,71,3,2
2678,261,77,6,7
2681,261,79,25,10
2686,261,81,29,15
2679,261,84,1,8
2682,261,87,25,11
2696,261,92,30,25
2689,261,94,18,18
2687,261,100,33,16
2695,261,101,31,24
2691,261,103,27,20
2692,261,104,29,21
2685,261,105,18,14
2688,261,106,33,17
2697,261,108,30,26
2675,261,109,22,4
2702,262,14,3,5
2703,262,22,17,6
2698,262,30,22,1
2716,262,44,27,19
2707,262,49,15,10
2699,262,55,6,2
2705,262,56,17,8
2704,262,57,1,7
2714,262,65,32,17
2720,262,70,32,23
2701,262,71,3,4
2700,262,77,6,3
2706,262,79,25,9
2708,262,81,29,11
2709,262,84,1,12
2710,262,87,25,13
2723,262,92,30,26
2712,262,94,18,15
2718,262,100,33,21
2722,262,101,31,25
2721,262,103,27,24
2713,262,104,29,16
2715,262,105,18,18
2719,262,106,33,22
2717,262,109,22,20
2711,262,110,15,14
2730,263,22,17,7
2726,263,30,22,3
2736,263,44,27,13
2733,263,49,15,10
2731,263,50,22,8
2727,263,55,6,4
2729,263,56,17,6
2732,263,57,1,9
2742,263,65,32,19
2746,263,70,32,23
2724,263,71,3,1
2728,263,77,6,5
2737,263,79,25,14
2745,263,81,29,22
2735,263,84,1,12
2740,263,87,25,17
2739,263,94,18,16
2725,263,95,3,2
2743,263,100,33,20
2747,263,101,31,24
2738,263,103,27,15
2741,263,104,29,18
2744,263,105,18,21
2748,263,106,33,25
2734,263,110,15,11
2749,263,111,31,26
2756,264,14,3,7
2755,264,22,17,6
2751,264,30,22,2
2764,264,44,27,15
2762,264,49,15,13
2759,264,50,22,10
2753,264,55,6,4
2761,264,56,17,12
2754,264,57,1,5
2770,264,65,32,21
2768,264,70,32,19
2750,264,71,3,1
2752,264,77,6,3
2757,264,79,25,8
2765,264,81,29,16
2758,264,84,1,9
2760,264,87,25,11
2763,264,94,18,14
2771,264,100,33,22
2774,264,101,31,25
2772,264,103,27,23
2769,264,104,29,20
2766,264,105,18,17
2773,264,106,33,24
2767,264,110,15,18
2775,264,111,31,26
2781,265,14,3,6
2786,265,22,17,11
2779,265,30,22,4
2787,265,44,27,12
2784,265,49,15,9
2794,265,50,22,19
2777,265,55,6,2
2785,265,56,17,10
2783,265,57,1,8
2790,265,65,32,15
2796,265,70,32,21
2778,265,71,3,3
2776,265,77,6,1
2780,265,79,25,5
2791,265,81,29,16
2788,265,84,1,13
2782,265,87,25,7
2795,265,94,18,20
2797,265,100,33,22
2800,265,101,31,25
2789,265,103,27,14
2792,265,104,29,17
2798,265,105,18,23
2799,265,106,33,24
2793,265,110,15,18
2801,265,111,31,26
